id,month,shipment
268,2023-12,130920.0
268,2024-01,125645.0
268,2024-02,125645.0
273,2022-11,106800.0
273,2022-12,106800.0
273,2023-01,106800.0
273,2023-02,106800.0
273,2023-03,133405.0
273,2023-04,131405.0
273,2023-05,131405.0
273,2023-06,131405.0
273,2023-07,131405.0
273,2023-08,131405.0
273,2023-09,131405.0
273,2023-10,131405.0
273,2023-11,131405.0
273,2023-12,131405.0
273,2024-01,131405.0
273,2024-02,131405.0
274,2022-11,170268.0
274,2022-12,170268.0
274,2023-01,170268.0
274,2023-02,170268.0
274,2023-03,170268.0
274,2023-04,201870.0
274,2023-05,201870.0
274,2023-06,201870.0
274,2023-07,262830.0
274,2023-08,183630.0
281,2022-11,98000.0
281,2022-12,93250.0
281,2023-01,82800.0
281,2023-02,109000.0
281,2023-03,125800.0
281,2023-04,91750.0
281,2023-05,94700.0
281,2023-06,129740.0
281,2023-07,117730.0
281,2023-08,115860.0
281,2023-09,160770.0
281,2023-10,142490.0
281,2023-11,99125.0
281,2023-12,74350.0
281,2024-01,105775.0
281,2024-02,92065.0
294,2022-11,66833.0
294,2022-12,70819.7
294,2023-01,68879.7
294,2023-02,68879.7
294,2023-03,68879.7
294,2023-04,68879.7
294,2023-05,69699.35
294,2023-07,69385.0
294,2023-08,74075.0
294,2023-09,76185.0
294,2023-10,74075.0
294,2023-11,76185.0
294,2023-12,78950.0
294,2024-01,81060.0
294,2024-02,81060.0
301,2022-11,55220.0
301,2022-12,40830.0
301,2023-01,40830.0
301,2023-02,49515.0
301,2023-03,31700.0
301,2023-04,82325.0
301,2023-05,37100.0
31,2022-11,55100.0
31,2022-12,55100.0
31,2023-02,44775.0
31,2023-03,44775.0
31,2023-04,44775.0
31,2023-05,44775.0
31,2023-06,44775.0
31,2023-07,44775.0
31,2023-08,44775.0
31,2023-09,44775.0
31,2023-10,44775.0
31,2023-11,44775.0
31,2023-12,44775.0
31,2024-01,44775.0
31,2024-02,46200.0
318,2022-11,17950.0
318,2022-12,20590.0
328,2022-11,116473.5
328,2022-12,110700.0
337,2023-04,60450.0
337,2023-05,47410.0
337,2023-06,44165.0
337,2023-07,30800.0
337,2023-08,56975.0
346,2023-01,60021.0
346,2023-02,60021.0
346,2023-03,60823.75
346,2023-04,60823.75
346,2023-05,60823.75
346,2023-06,60823.75
346,2023-07,60823.75
346,2023-08,60206.25
346,2023-09,60206.25
346,2023-10,60206.25
346,2023-11,60206.25
346,2023-12,60206.25
346,2024-01,60206.25
348,2022-11,14860.0
348,2022-12,14860.0
348,2023-01,14860.0
348,2023-02,14860.0
348,2023-04,17740.0
348,2023-05,16685.0
348,2023-06,16685.0
348,2023-07,16685.0
348,2023-08,16685.0
348,2023-09,16685.0
348,2023-11,21400.0
348,2023-12,20000.0
348,2024-01,20000.0
348,2024-02,20000.0
350,2023-10,121000.0
350,2023-11,121000.0
350,2023-12,121305.0
350,2024-01,117805.0
350,2024-02,117805.0
361,2022-11,154915.0
361,2022-12,167155.0
361,2023-01,155550.0
361,2023-02,128660.0
361,2023-03,121415.0
361,2023-04,136490.0
361,2023-05,153090.0
361,2023-06,131965.0
361,2023-07,126830.0
361,2023-08,133350.0
361,2023-09,133985.0
361,2023-10,148040.0
361,2023-11,143490.0
361,2023-12,162275.0
369,2022-11,42600.0
369,2022-12,7450.0
369,2023-07,120190.0
369,2023-08,9460.0
369,2023-09,19190.0
369,2023-10,124920.0
379,2022-11,55195.0
379,2022-12,55195.0
39,2022-11,137700.0
39,2022-12,137700.0
39,2023-01,149206.5
39,2023-02,149206.5
39,2023-03,149206.5
39,2023-04,149206.5
39,2023-05,149206.5
39,2023-06,149206.5
39,2023-07,149206.5
39,2023-08,149206.5
39,2023-09,149206.5
39,2023-10,149206.5
39,2023-11,149206.5
39,2023-12,149206.5
390,2022-11,221830.0
390,2022-12,220830.0
418,2022-11,160420.0
42,2022-11,36220.0
429,2022-11,30280.0
429,2022-12,35580.0
429,2023-01,35830.0
429,2023-02,42830.0
441,2022-11,94000.0
441,2022-12,83400.0
441,2023-01,79820.0
441,2023-02,87680.0
441,2023-03,82100.0
441,2023-04,84100.0
441,2023-05,84100.0
441,2023-06,74360.0
448,2022-11,141289.0
448,2022-12,137562.5
448,2023-01,83901.0
448,2023-02,135283.0
448,2023-03,137587.0
448,2023-04,134613.0
448,2023-05,139755.0
448,2023-06,140763.0
448,2023-07,152239.85
448,2023-08,148450.5
448,2023-09,155709.0
448,2023-10,153989.65
448,2023-11,157400.1
448,2023-12,155875.95
448,2024-01,87743.0
448,2024-02,134421.5
45,2022-11,35150.0
45,2022-12,47400.0
45,2023-01,49130.0
45,2023-02,64475.0
45,2023-03,71640.0
45,2023-04,58995.0
45,2023-05,62100.0
45,2023-06,61635.0
45,2023-07,70755.0
45,2023-08,36125.0
45,2023-09,85090.0
45,2023-10,96680.0
45,2023-11,88400.0
45,2023-12,77530.0
453,2022-12,39245.0
453,2023-01,44320.0
453,2023-02,177635.0
454,2022-11,88540.0
454,2022-12,92140.0
455,2022-11,55000.0
455,2022-12,55000.0
456,2022-11,91240.0
457,2022-11,104675.0
46,2022-11,37939.5
46,2022-12,37939.5
46,2023-01,39838.5
46,2023-02,39298.5
46,2023-03,39298.5
46,2023-04,39298.5
46,2023-05,39298.5
46,2023-06,39298.5
46,2023-07,39298.5
46,2023-08,39298.5
46,2023-09,39298.5
46,2023-10,39298.5
46,2023-11,39298.5
46,2023-12,39298.5
460,2023-01,49765.0
460,2023-02,50660.0
460,2023-03,49605.0
460,2023-04,50660.0
460,2023-05,49605.0
460,2023-07,45860.0
460,2023-08,46660.0
460,2023-09,44550.0
461,2022-11,130950.0
461,2022-12,130410.0
471,2022-11,89185.11
471,2022-12,74986.18
471,2023-01,63305.1
471,2023-02,69513.19
471,2023-03,75127.45
471,2023-04,100518.83
471,2023-05,91826.81
471,2023-06,103176.17
471,2023-07,100914.15
471,2023-08,95501.13
471,2023-09,96679.36
471,2023-10,113011.0
471,2023-11,91770.64
471,2023-12,99410.96
471,2024-01,115821.0
471,2024-02,127200.0
475,2022-11,100485.0
475,2022-12,100485.0
477,2022-11,7000.0
478,2022-11,76760.0
478,2022-12,90935.0
48,2023-02,39726.0
48,2023-03,39726.0
48,2023-04,39726.0
48,2023-09,39726.0
48,2023-10,39726.0
48,2023-11,39726.0
48,2024-01,45175.5
48,2024-02,44635.5
49,2022-11,85842.0
49,2022-12,85842.0
49,2023-01,83358.0
49,2023-02,83358.0
49,2023-03,83358.0
49,2023-04,83358.0
49,2023-05,83358.0
49,2023-06,83358.0
49,2023-07,84582.0
49,2023-08,84582.0
49,2023-09,84582.0
49,2023-10,84582.0
49,2023-11,84582.0
49,2023-12,84582.0
492,2022-11,40390.0
492,2022-12,57615.0
492,2023-01,61925.0
492,2023-02,62615.0
492,2023-03,59390.0
492,2023-04,56235.0
492,2023-05,62770.0
492,2023-06,65925.0
492,2023-07,61925.0
492,2023-08,65840.0
492,2023-09,68685.0
493,2022-11,47150.0
493,2022-12,48850.0
493,2023-01,48000.0
493,2023-03,55225.0
493,2023-04,55225.0
493,2023-05,55225.0
493,2023-06,55225.0
493,2023-07,55225.0
493,2023-08,55225.0
493,2023-09,55225.0
493,2023-10,55225.0
493,2023-11,55225.0
493,2023-12,55225.0
493,2024-01,55225.0
493,2024-02,55225.0
495,2023-03,37363.5
495,2023-04,38632.5
495,2023-06,38632.5
495,2023-07,38632.5
498,2022-11,70650.0
498,2022-12,74650.0
506,2022-11,227365.0
506,2022-12,245595.0
506,2023-01,263745.0
506,2023-02,297695.0
506,2023-03,257700.0
506,2024-02,268542.0
509,2022-11,192535.0
509,2022-12,177235.0
509,2023-01,161085.0
509,2023-02,137155.0
509,2023-03,94195.0
509,2023-04,93300.0
509,2023-05,89720.0
509,2023-06,47655.0
509,2023-07,93300.0
509,2023-08,93300.0
509,2023-09,64660.0
509,2023-10,93300.0
509,2023-11,95985.0
509,2023-12,114780.0
509,2024-01,48550.0
509,2024-02,96485.0
519,2022-11,218465.0
519,2022-12,187125.0
519,2023-01,88975.0
519,2023-05,175200.0
519,2023-06,156750.0
519,2023-07,156750.0
519,2023-08,112000.0
519,2023-09,175200.0
519,2023-10,166250.0
524,2022-11,252293.75
524,2022-12,296130.71
524,2023-01,243591.67
529,2022-11,75310.0
529,2022-12,71060.0
529,2023-01,71060.0
529,2023-02,76500.0
530,2022-11,44030.0
530,2022-12,48280.0
530,2023-01,44030.0
530,2023-02,44030.0
530,2023-03,48280.0
535,2022-11,74255.0
535,2022-12,109590.0
54,2023-03,41067.0
54,2023-04,38461.5
54,2023-05,32139.0
54,2023-06,31333.5
54,2023-07,32139.0
54,2023-08,32139.0
54,2023-09,49666.5
54,2023-10,50094.0
54,2023-11,50949.0
54,2023-12,50949.0
540,2022-11,202150.0
540,2022-12,206440.0
540,2023-01,220310.0
540,2023-02,221040.0
540,2023-03,221040.0
547,2022-11,144180.0
547,2022-12,104660.0
547,2023-01,226420.0
547,2023-02,139660.0
547,2023-03,165540.0
547,2023-04,168680.0
547,2023-05,166520.0
547,2023-06,83360.0
547,2023-07,104440.0
547,2023-08,128040.0
547,2023-09,166320.0
547,2023-10,166690.0
547,2023-11,117280.0
547,2023-12,215040.0
547,2024-01,166000.0
547,2024-02,164960.0
548,2022-11,674000.0
548,2022-12,674000.0
548,2023-01,674000.0
548,2023-02,674000.0
549,2022-11,47234.0
549,2022-12,53608.5
549,2023-01,47234.0
549,2023-02,46958.5
549,2023-03,53884.0
55,2023-03,43173.0
55,2023-04,41364.0
55,2023-05,44257.5
55,2023-06,45868.5
553,2023-06,95062.5
553,2023-07,146432.45
553,2023-08,33307.63
556,2022-11,34225.0
56,2023-01,24615.0
56,2023-02,25672.5
56,2023-03,25672.5
56,2024-01,41409.0
56,2024-02,40869.0
562,2022-11,85120.0
562,2022-12,85120.0
562,2023-01,85120.0
562,2023-02,85120.0
562,2023-03,85120.0
562,2023-04,85120.0
562,2023-05,69940.0
562,2023-06,69940.0
562,2023-07,69940.0
562,2023-08,69940.0
562,2023-09,69940.0
562,2023-10,69940.0
563,2022-12,62930.0
563,2023-05,65050.0
569,2023-01,36415.0
569,2023-02,36415.0
569,2023-03,36415.0
569,2023-04,36415.0
569,2023-05,36415.0
569,2023-06,36415.0
569,2023-07,45435.0
569,2023-08,51765.0
569,2023-09,47100.0
569,2023-10,44990.0
569,2023-11,49210.0
569,2023-12,47100.0
569,2024-01,56900.0
569,2024-02,59700.0
572,2022-11,56200.0
573,2022-11,69210.0
574,2022-11,46755.0
575,2022-11,25020.0
576,2022-11,36365.0
578,2022-11,82800.0
580,2023-03,42937.1
580,2023-04,50640.35
580,2023-05,57901.14
580,2023-07,64219.76
581,2022-11,151280.0
581,2022-12,151280.0
583,2022-11,92505.0
583,2022-12,107275.0
583,2023-01,76450.0
583,2023-02,74425.0
583,2023-03,80800.0
583,2023-04,81460.0
583,2023-05,62405.0
585,2023-03,213159.04
585,2023-04,196491.0
585,2023-05,196925.18
586,2022-11,52240.0
586,2023-02,39660.0
586,2023-03,43240.0
586,2023-04,44880.0
586,2023-05,41005.0
586,2023-06,32940.0
586,2023-07,77330.0
592,2022-11,104642.0
596,2022-11,41565.0
596,2022-12,29960.0
597,2022-11,214035.96
597,2022-12,210015.21
597,2023-01,201944.09
597,2023-02,201944.09
597,2023-03,202251.53
597,2023-04,201257.91
597,2023-05,200649.4
597,2023-06,199555.79
597,2023-07,189325.91
597,2023-08,189387.51
597,2023-09,188837.62
597,2023-10,189230.06
597,2023-11,189506.77
597,2023-12,187620.0
597,2024-01,210558.46
597,2024-02,219853.34
600,2022-11,281417.0
600,2022-12,175100.0
600,2023-01,267220.0
600,2023-02,258933.0
600,2023-03,224337.0
600,2023-04,232805.0
600,2023-05,213199.0
600,2023-06,257800.0
610,2022-11,135995.0
610,2022-12,135995.0
610,2023-01,131425.0
610,2023-02,140565.0
610,2023-03,146845.0
610,2023-04,146845.0
610,2023-05,146845.0
610,2023-06,135985.0
610,2023-07,149925.0
610,2023-08,151145.0
610,2023-09,150535.0
610,2023-10,150535.0
610,2023-11,150535.0
610,2023-12,150535.0
610,2024-01,150300.0
610,2024-02,150300.0
623,2022-11,152155.0
623,2022-12,149765.0
624,2022-11,34880.0
624,2022-12,39100.0
624,2023-01,30400.0
629,2022-11,51490.0
629,2022-12,52335.0
629,2023-01,66255.0
629,2023-02,56115.0
629,2023-03,104976.0
629,2023-04,94329.0
629,2023-05,95850.0
629,2023-06,95850.0
629,2023-07,95850.0
629,2023-08,95850.0
629,2023-09,95850.0
629,2023-10,95850.0
629,2023-11,95850.0
629,2023-12,95850.0
630,2022-11,54640.0
630,2022-12,54165.0
630,2023-01,49640.0
630,2023-02,47085.0
630,2023-03,47040.0
630,2023-04,42185.0
630,2023-05,43510.0
630,2023-06,37325.0
630,2023-07,32930.0
630,2023-08,35855.0
630,2023-09,39405.0
630,2023-10,32375.0
630,2023-11,28175.0
633,2022-11,40200.0
633,2022-12,40200.0
633,2023-01,40200.0
633,2023-02,40200.0
633,2023-04,40200.0
633,2023-05,40200.0
633,2023-06,166465.0
633,2023-07,166500.0
633,2023-08,166500.0
637,2022-11,38045.0
640,2022-11,70040.0
640,2022-12,68985.0
640,2023-01,74900.0
640,2023-02,78065.0
645,2022-11,58060.0
645,2022-12,46135.0
645,2023-02,36590.0
645,2023-03,38000.0
645,2023-04,36010.0
645,2023-05,41225.0
645,2023-06,37690.0
645,2023-07,42755.0
645,2023-08,43045.0
645,2023-09,38000.0
645,2023-10,16300.0
645,2023-11,15350.0
645,2023-12,16300.0
646,2023-01,4585.0
646,2023-02,1425.0
646,2023-03,1425.0
647,2022-11,153424.0
647,2022-12,180056.0
647,2023-01,68919.68
647,2023-02,84605.0
647,2023-03,85135.0
648,2022-11,45775.0
648,2022-12,45775.0
648,2023-01,45775.0
648,2023-03,45775.0
648,2023-04,45775.0
648,2023-06,45775.0
648,2023-07,45775.0
648,2023-08,45775.0
649,2022-12,110870.0
649,2023-01,126050.0
653,2022-11,68285.0
653,2022-12,70445.0
653,2023-01,70445.0
653,2023-02,70445.0
654,2022-11,150685.21
654,2022-12,231057.76
656,2023-03,169131.0
656,2023-04,154931.0
656,2023-05,154431.0
656,2023-06,154231.0
656,2023-07,154231.0
656,2023-08,152231.0
656,2023-09,147231.0
656,2023-10,167531.0
656,2023-11,163916.0
656,2023-12,156613.0
663,2022-11,174730.13
663,2022-12,169798.08000000002
663,2023-01,175791.08000000002
663,2023-02,57760.0
665,2022-11,10000.0
666,2022-11,110000.0
667,2023-01,40620.0
667,2023-02,48715.0
667,2023-03,49610.0
667,2023-04,49850.0
668,2022-11,52351.0
668,2022-12,114715.25
668,2023-01,110012.5
668,2023-02,98397.0
668,2023-03,100941.75
668,2023-04,97688.0
668,2023-05,106503.0
668,2023-06,109291.0
668,2023-07,111702.5
668,2023-08,108787.5
668,2023-09,124500.0
668,2023-10,124500.0
668,2023-11,124500.0
668,2023-12,124500.0
668,2024-01,124500.0
668,2024-02,124500.0
671,2022-11,28000.0
671,2022-12,105805.0
671,2023-01,108230.0
673,2023-05,225370.0
673,2023-06,217060.0
673,2023-07,217975.0
673,2023-08,228345.0
673,2023-09,223145.0
673,2023-10,223145.0
673,2023-11,223990.0
673,2023-12,224885.0
673,2024-01,226050.0
673,2024-02,226050.0
674,2022-11,106371.0
674,2022-12,121069.0
674,2023-01,127777.0
675,2022-11,97190.0
675,2022-12,101980.0
675,2023-01,107350.0
675,2023-02,114090.0
675,2023-03,119200.0
675,2023-04,131860.0
676,2022-11,402475.0
676,2022-12,513111.0
676,2023-01,547400.0
676,2023-02,547400.0
676,2023-03,572759.75
676,2023-04,594978.75
676,2023-05,549452.75
676,2023-06,539295.25
676,2023-07,545270.75
676,2023-08,597541.5
676,2023-09,556023.25
676,2023-10,773663.75
676,2023-11,776195.25
676,2023-12,776195.25
676,2024-01,776195.25
676,2024-02,771132.25
682,2022-11,302875.2
682,2022-12,311796.8
682,2023-01,267676.7
682,2023-02,301239.8
682,2023-03,276007.9
682,2023-09,90075.0
682,2023-10,90075.0
682,2023-11,90075.0
682,2023-12,90075.0
683,2022-11,45860.0
683,2022-12,47240.0
683,2023-01,48740.0
683,2023-02,45665.0
683,2023-03,49795.0
686,2022-11,108866.5
686,2022-12,42297.0
686,2023-01,77784.5
686,2023-02,48173.5
686,2023-03,86496.5
687,2022-11,99783.0
687,2022-12,99958.5
687,2023-01,99958.5
690,2022-11,54455.0
690,2022-12,51995.0
690,2023-01,54735.0
690,2023-02,80085.0
690,2023-03,79045.0
690,2023-04,81310.0
690,2023-06,51395.0
690,2023-07,51395.0
690,2023-08,51395.0
690,2023-09,51395.0
690,2023-10,19425.0
690,2024-02,64300.0
691,2022-11,77955.0
691,2022-12,56655.0
691,2023-01,64355.0
691,2023-02,60345.0
691,2023-03,59980.0
691,2023-04,56655.0
691,2023-05,64355.0
691,2023-06,58235.0
692,2022-11,47540.0
692,2022-12,48410.0
692,2023-01,52180.0
692,2023-02,45800.0
692,2023-03,46380.0
693,2022-11,81085.0
693,2022-12,82435.0
697,2022-12,71000.0
697,2023-02,121500.0
697,2023-03,119250.0
703,2022-12,72900.0
703,2023-01,60900.0
704,2022-11,41025.0
705,2022-11,33960.0
705,2022-12,38295.0
707,2022-11,47480.0
707,2022-12,57950.0
707,2023-01,65780.0
707,2023-02,61310.0
707,2023-03,65700.0
707,2023-04,64660.0
707,2023-05,61230.0
707,2023-06,65270.0
707,2023-07,63690.0
707,2023-08,65680.0
707,2023-09,65620.0
707,2023-10,65700.0
707,2023-11,69190.0
707,2023-12,70230.0
707,2024-01,71710.0
707,2024-02,135860.0
708,2022-11,343745.0
708,2022-12,501895.0
708,2023-01,660475.0
708,2023-02,752515.0
708,2023-03,795090.0
708,2023-04,683985.0
708,2023-05,145465.0
708,2023-06,163900.0
708,2023-07,144725.0
708,2023-08,144725.0
708,2023-09,191185.0
708,2023-10,355915.0
708,2023-11,356355.0
708,2023-12,357250.0
709,2022-11,13885.0
709,2022-12,20450.0
712,2022-12,40690.0
712,2023-01,40030.0
712,2023-02,40920.0
712,2023-03,34840.0
712,2023-04,40180.0
712,2023-05,41070.0
712,2023-06,43980.0
712,2023-07,43980.0
712,2023-08,44870.0
712,2023-09,43980.0
712,2023-10,43980.0
712,2023-11,44870.0
712,2023-12,40970.0
712,2024-01,40970.0
712,2024-02,40970.0
713,2023-01,73610.0
713,2023-02,64625.0
713,2023-03,63570.0
713,2023-04,65520.0
713,2023-05,65315.0
713,2023-06,65265.0
713,2023-07,65265.0
716,2022-11,21805.0
716,2022-12,20820.0
717,2022-12,34100.0
719,2022-12,602370.0
719,2023-04,53587.55
719,2023-05,54355.0
719,2023-06,55100.0
719,2023-07,64355.0
719,2023-08,58355.0
720,2022-12,58255.0
721,2022-12,31500.0
721,2023-01,35700.0
722,2023-01,55359.0
722,2023-02,55471.5
722,2023-03,84685.0
722,2023-04,72185.0
722,2023-05,82575.0
722,2023-06,74295.0
722,2023-07,63585.0
722,2023-08,57415.0
722,2023-09,73240.0
722,2023-10,76405.0
722,2023-11,76405.0
722,2023-12,78515.0
722,2024-01,84700.0
722,2024-02,87900.0
726,2022-12,60350.0
726,2023-01,36735.0
726,2023-02,46680.0
726,2023-03,58380.0
726,2023-04,45550.0
726,2023-05,92985.0
726,2023-06,93305.0
726,2023-07,60925.0
726,2023-08,52295.0
726,2023-09,46765.0
726,2023-10,46200.0
726,2023-11,36675.0
726,2023-12,49105.0
726,2024-01,47315.0
726,2024-02,44005.0
727,2022-12,39120.0
727,2023-01,73580.0
727,2023-02,74930.0
727,2023-03,72295.0
727,2023-04,74810.0
727,2023-05,72965.0
727,2023-06,79210.0
727,2023-07,52970.0
727,2023-08,53920.0
727,2023-09,52970.0
727,2023-10,53920.0
727,2023-11,54395.0
727,2023-12,54395.0
727,2024-01,54395.0
727,2024-02,54395.0
728,2022-12,780000.0
732,2023-05,306425.0
739,2023-01,72325.0
739,2023-02,63325.0
739,2023-03,62735.0
739,2023-04,62125.0
739,2023-05,63180.0
739,2023-06,63180.0
739,2023-07,84405.0
739,2023-08,80405.0
739,2023-09,80405.0
739,2023-10,80405.0
739,2023-11,80405.0
739,2023-12,80405.0
739,2024-01,80405.0
739,2024-02,54542.5
740,2023-01,271845.0
740,2023-02,50685.0
740,2023-03,43325.0
740,2023-04,48450.0
740,2023-05,24470.0
742,2022-12,126530.0
742,2023-01,117455.0
742,2023-02,117455.0
742,2023-03,117455.0
742,2023-04,117455.0
742,2023-05,117455.0
742,2023-06,117455.0
742,2023-07,117455.0
742,2023-08,140535.0
742,2023-09,117455.0
742,2023-10,117455.0
742,2023-12,130750.0
742,2024-01,147680.0
742,2024-02,151180.0
743,2023-02,56755.0
743,2023-03,50755.0
743,2023-04,50755.0
743,2023-05,50755.0
743,2023-06,50755.0
743,2023-07,50755.0
743,2023-08,54200.0
743,2023-09,56100.0
743,2023-10,56100.0
743,2023-11,64400.0
743,2023-12,66800.0
743,2024-01,66800.0
743,2024-02,66800.0
744,2023-02,91664.42
744,2023-03,92754.55
744,2023-04,44550.0
744,2023-05,55377.3
744,2023-06,40788.0
744,2023-07,46861.0
744,2023-08,49515.32
744,2023-09,43951.06
744,2023-10,57510.64
744,2023-11,63584.0
744,2023-12,62335.11
744,2024-01,72307.0
746,2023-01,17800.0
746,2023-02,21050.0
746,2023-03,10650.0
746,2023-04,18800.0
746,2023-05,13450.0
746,2023-06,5300.0
746,2023-07,13000.0
746,2023-08,13600.0
746,2023-09,9000.0
746,2023-10,16650.0
746,2023-11,16950.0
746,2023-12,14700.0
746,2024-01,3350.0
746,2024-02,6550.0
747,2023-01,18000.0
747,2023-02,15500.0
747,2023-03,25350.0
747,2023-04,24600.0
747,2023-05,6200.0
747,2023-06,17600.0
747,2023-07,12200.0
747,2023-08,14600.0
747,2023-09,18200.0
747,2023-10,14900.0
747,2023-11,20900.0
747,2023-12,16700.0
747,2024-01,15750.0
747,2024-02,22000.0
748,2023-01,131230.0
748,2023-02,129300.0
748,2023-03,119425.0
748,2023-04,129135.0
748,2023-05,223095.0
748,2023-06,306085.0
748,2023-07,322720.0
748,2023-08,200040.0
748,2023-09,201940.0
748,2023-10,230035.0
748,2023-11,227185.0
748,2023-12,227660.0
748,2024-02,156550.0
749,2023-01,20300.0
749,2023-02,31200.0
749,2023-03,14000.0
749,2023-04,5150.0
749,2023-05,7900.0
749,2023-06,7450.0
749,2023-07,22650.0
749,2023-08,12650.0
749,2023-09,11750.0
749,2023-10,22050.0
